age,amt,city_NewYork,days_since_last_transaction,is_fraud,merchant_transactions_count,month_cos,month_sin,weekday_cos,weekday_sin
58,144.13,0,0.558,0,1,0.866,-0.5,-0.901,-0.434
59,182.97,0,2.893,0,2,-0.5,0.866,-0.223,0.975
58,359.83,0,3.203,1,0,0.5,-0.866,-0.901,0.434
59,342.56,0,2.403,0,1,1.0,0.0,0.623,0.782
59,316.33,0,2.595,1,2,1.0,0.0,-0.901,0.434
59,307.8,0,0.363,0,3,-0.0,-1.0,0.623,-0.782
59,401.25,0,1.425,0,4,-0.0,-1.0,0.623,0.782
58,445.31,0,1.383,0,0,0.866,-0.5,0.623,-0.782
59,311.44,0,7.333,0,1,1.0,0.0,-0.901,-0.434
59,83.16,0,0.83,0,2,0.866,0.5,-0.901,0.434
59,440.33,0,1.529,0,3,0.0,1.0,1.0,0.0
59,4.4,0,3.675,0,0,0.866,0.5,-0.223,-0.975
59,414.22,0,0.472,0,1,0.0,1.0,0.623,0.782
59,94.56,0,0.593,0,2,-1.0,0.0,-0.223,-0.975
58,105.31,0,0.666,0,0,0.866,-0.5,-0.223,-0.975
59,362.31,0,1.763,0,1,0.0,1.0,0.623,0.782
59,350.72,0,0.916,0,2,-0.0,-1.0,1.0,0.0
58,410.97,0,1.871,0,0,0.5,-0.866,0.623,0.782
59,399.99,0,0.637,0,0,1.0,0.0,-0.223,-0.975
59,19.74,0,2.734,0,1,-0.866,0.5,0.623,-0.782
59,488.58,0,5.118,0,2,-1.0,0.0,-0.223,0.975
59,66.44,0,0.307,0,0,1.0,0.0,0.623,-0.782
59,472.69,0,2.649,0,1,0.0,1.0,-0.223,0.975
59,23.38,0,0.277,0,2,-0.5,0.866,-0.901,0.434
59,404.42,0,1.729,0,3,-0.0,-1.0,-0.901,0.434
59,242.45,0,1.477,0,0,-0.866,-0.5,-0.901,-0.434
58,355.54,0,0.122,0,0,0.866,-0.5,0.623,-0.782
59,441.97,0,0.707,0,1,0.5,0.866,-0.223,-0.975
59,400.37,0,0.182,0,0,1.0,0.0,-0.223,-0.975
59,58.84,0,1.076,0,1,-0.866,-0.5,-0.901,-0.434
58,427.11,0,0.705,0,0,0.866,-0.5,0.623,0.782
59,308.31,0,0.161,0,1,-0.5,0.866,-0.901,-0.434
59,165.69,0,0.59,0,2,-0.866,-0.5,-0.901,0.434
58,302.65,0,0.085,0,0,0.5,-0.866,-0.223,-0.975
58,465.71,0,3.735,1,1,0.866,-0.5,1.0,0.0
59,156.05,0,1.39,0,2,-0.866,-0.5,0.623,-0.782
59,402.34,0,2.15,1,0,0.0,1.0,-0.901,-0.434
59,108.41,0,2.41,0,1,-0.5,0.866,0.623,-0.782
59,345.8,0,0.481,0,2,-0.5,-0.866,0.623,0.782
58,443.67,0,0.951,0,0,0.5,-0.866,-0.223,0.975
59,351.53,0,1.977,0,1,-0.5,-0.866,-0.223,-0.975
59,227.99,0,0.312,0,0,0.5,0.866,-0.223,-0.975
59,376.02,0,1.21,0,1,-0.5,0.866,1.0,0.0
58,205.6,0,1.681,0,0,0.866,-0.5,1.0,0.0
59,340.86,0,0.745,0,1,1.0,0.0,-0.223,-0.975
59,191.77,0,5.81,0,2,0.5,0.866,-0.223,-0.975
59,139.94,0,0.223,0,3,-0.5,0.866,0.623,-0.782
59,230.21,0,1.72,0,4,-1.0,0.0,-0.901,0.434
59,260.81,0,0.076,0,5,-1.0,0.0,-0.901,-0.434
58,353.26,0,0.0,0,0,-0.0,-1.0,1.0,0.0
59,50.12,0,2.514,0,1,-0.5,0.866,0.623,-0.782
59,184.69,0,0.316,0,2,-0.866,-0.5,1.0,0.0
58,407.01,0,0.258,0,0,0.5,-0.866,0.623,-0.782
59,405.82,0,0.68,0,0,-0.5,0.866,-0.901,0.434
59,5.78,0,2.102,0,1,-0.5,0.866,1.0,0.0
59,312.45,0,0.466,0,2,-1.0,0.0,0.623,0.782
59,66.32,0,2.345,0,3,-0.0,-1.0,-0.901,-0.434
59,296.13,0,5.05,0,4,-0.0,-1.0,0.623,-0.782
58,25.51,0,4.698,0,0,0.5,-0.866,-0.223,-0.975
58,190.08,0,0.157,0,1,0.866,-0.5,0.623,0.782
59,169.0,0,1.235,0,2,1.0,0.0,-0.901,-0.434
59,11.37,0,1.225,0,3,0.866,0.5,0.623,0.782
58,364.11,0,0.502,0,0,0.866,-0.5,-0.901,0.434
59,270.54,0,0.767,0,1,-0.866,0.5,0.623,-0.782
59,99.17,0,3.273,0,2,-0.0,-1.0,1.0,0.0
59,292.62,0,4.634,0,0,-0.866,-0.5,-0.223,0.975
59,350.47,0,0.844,0,1,-0.0,-1.0,-0.901,-0.434
58,254.36,0,0.737,0,0,0.5,-0.866,-0.223,-0.975
59,308.64,0,0.297,0,1,0.0,1.0,0.623,-0.782
59,380.74,0,0.822,0,2,-0.866,-0.5,-0.223,0.975
59,83.8,0,0.098,0,3,-0.0,-1.0,-0.901,-0.434
59,377.7,0,0.564,0,0,0.0,1.0,-0.901,0.434
59,475.33,0,5.333,0,0,-0.866,0.5,-0.223,-0.975
59,276.44,0,0.041,0,0,-0.5,0.866,-0.901,0.434
59,279.34,0,1.914,0,1,-0.866,0.5,0.623,0.782
59,211.7,0,0.82,0,0,-0.866,-0.5,0.623,-0.782
59,372.93,0,1.318,0,0,0.0,1.0,-0.223,0.975
59,391.3,0,2.183,0,1,-0.866,-0.5,0.623,0.782
59,446.6,0,3.054,0,2,-0.5,-0.866,-0.901,-0.434
58,433.72,0,1.14,0,0,0.866,-0.5,-0.223,-0.975
58,301.75,0,0.935,0,0,0.866,-0.5,1.0,0.0
59,407.57,0,3.19,0,1,0.0,1.0,-0.223,-0.975
59,143.38,0,0.758,0,0,1.0,0.0,-0.901,-0.434
59,2.73,0,2.936,0,0,0.866,0.5,0.623,-0.782
59,238.34,0,1.65,0,1,-0.0,-1.0,-0.223,0.975
59,180.22,0,3.63,0,0,-0.866,0.5,0.623,-0.782
59,159.36,0,3.254,0,1,-1.0,0.0,0.623,0.782
59,43.69,0,2.222,0,0,0.5,0.866,-0.223,-0.975
59,88.47,0,1.322,0,1,-0.5,0.866,0.623,0.782
59,392.81,0,2.075,0,2,-0.866,0.5,0.623,0.782
59,468.31,0,6.482,0,3,-1.0,0.0,-0.223,-0.975
59,186.35,0,3.65,0,0,-0.866,0.5,-0.223,-0.975
59,54.1,0,2.309,0,1,-0.5,-0.866,1.0,0.0
59,168.85,0,1.52,0,2,-0.0,-1.0,0.623,-0.782
59,320.72,0,1.784,0,0,1.0,0.0,-0.223,0.975
59,301.69,0,0.532,0,1,-0.866,-0.5,-0.901,0.434
58,116.41,0,0.753,0,0,0.866,-0.5,-0.901,0.434
59,304.42,0,2.844,0,1,-0.5,0.866,-0.901,0.434
59,213.73,0,0.241,0,2,-1.0,0.0,-0.223,0.975
59,412.36,0,6.577,0,3,-0.5,-0.866,-0.901,-0.434
58,267.97,0,0.324,0,0,0.5,-0.866,-0.223,0.975
58,276.97,0,2.544,0,1,0.5,-0.866,0.623,-0.782
59,78.69,0,0.764,0,2,-0.866,0.5,0.623,0.782
59,114.61,0,0.656,0,3,-0.866,0.5,-0.901,0.434
59,447.18,0,0.017,0,4,-0.0,-1.0,-0.901,-0.434
59,98.57,0,1.575,0,0,-0.5,-0.866,0.623,0.782
58,110.31,0,4.506,0,0,0.866,-0.5,-0.223,-0.975
59,211.42,0,0.137,0,1,-1.0,0.0,-0.223,0.975
58,187.37,0,1.767,0,0,0.5,-0.866,1.0,0.0
59,209.26,0,1.664,0,1,-0.866,-0.5,0.623,0.782
59,397.64,0,2.568,0,0,0.0,1.0,-0.223,-0.975
59,16.05,0,7.232,0,0,0.866,0.5,0.623,-0.782
59,301.79,0,0.448,0,1,-0.0,-1.0,-0.223,-0.975
59,409.79,0,1.23,0,0,0.0,1.0,1.0,0.0
59,446.98,0,1.492,0,1,-0.5,-0.866,0.623,-0.782
59,423.39,0,3.45,0,0,-1.0,0.0,0.623,0.782
59,322.81,0,0.994,0,0,0.0,1.0,0.623,-0.782
59,232.34,0,0.675,0,1,-0.866,0.5,0.623,-0.782
59,141.19,0,0.202,0,2,-0.866,-0.5,-0.223,0.975
59,398.37,0,2.132,0,0,0.5,0.866,-0.901,0.434
59,142.0,0,1.102,0,1,0.0,1.0,0.623,-0.782
59,271.28,0,3.556,0,2,-0.5,0.866,-0.901,-0.434
59,74.89,0,3.698,0,3,-0.866,0.5,0.623,0.782
59,347.53,0,0.379,0,0,0.866,0.5,1.0,0.0
59,50.68,0,1.396,0,1,-0.866,-0.5,-0.901,0.434
58,189.9,0,0.267,0,0,0.5,-0.866,-0.901,-0.434
59,249.56,0,0.216,0,1,0.866,0.5,1.0,0.0
59,117.53,0,2.369,0,2,0.5,0.866,1.0,0.0
58,193.06,0,6.361,0,0,0.866,-0.5,-0.223,0.975
59,278.51,0,1.914,0,1,1.0,0.0,-0.223,-0.975
59,46.16,0,0.04,0,2,-0.866,-0.5,-0.901,-0.434
58,109.47,0,0.426,0,0,0.5,-0.866,-0.223,-0.975
59,390.46,0,1.619,0,1,-0.866,-0.5,-0.223,0.975
58,102.19,0,0.942,0,0,-0.0,-1.0,0.623,0.782
58,343.46,0,0.617,0,1,0.5,-0.866,0.623,0.782
59,399.99,0,0.122,0,2,-0.0,-1.0,-0.901,-0.434
58,45.66,0,0.595,0,0,0.5,-0.866,0.623,-0.782
58,63.85,0,0.417,0,1,0.866,-0.5,-0.223,0.975
59,486.87,0,0.459,0,2,1.0,0.0,-0.901,0.434
59,146.74,0,2.803,0,3,1.0,0.0,-0.901,0.434
59,383.02,0,2.809,0,4,0.0,1.0,1.0,0.0
59,136.03,0,1.528,0,5,-0.866,0.5,-0.223,0.975
58,210.64,0,0.685,0,0,0.5,-0.866,-0.223,-0.975
59,158.62,0,4.349,0,1,-0.5,0.866,-0.901,0.434
58,27.73,0,1.109,0,0,0.866,-0.5,-0.901,0.434
59,466.88,0,6.158,1,1,0.5,0.866,-0.223,-0.975
59,242.09,0,0.496,0,2,0.5,0.866,0.623,-0.782
59,287.34,0,0.428,0,3,-0.0,-1.0,-0.223,-0.975
59,351.26,0,1.712,0,0,-1.0,0.0,0.623,0.782
59,152.47,0,0.733,0,1,-0.866,-0.5,1.0,0.0
58,108.98,0,1.511,0,0,0.866,-0.5,-0.223,0.975
59,391.56,0,4.13,0,1,0.866,0.5,-0.901,0.434
59,132.83,0,3.077,0,2,0.0,1.0,0.623,-0.782
59,24.07,0,2.119,0,3,-0.866,-0.5,-0.901,-0.434
59,270.63,0,0.494,0,4,-0.0,-1.0,0.623,0.782
58,90.17,0,2.495,0,0,0.5,-0.866,0.623,0.782
59,448.45,0,0.2,0,1,-0.5,0.866,0.623,0.782
59,7.95,0,0.33,0,2,-0.5,0.866,-0.223,-0.975
59,4.71,0,2.569,0,3,-0.0,-1.0,0.623,0.782
58,493.88,0,0.54,0,0,0.5,-0.866,-0.223,-0.975
59,430.92,0,0.314,0,1,0.0,1.0,0.623,-0.782
59,423.13,0,3.443,0,0,0.866,0.5,0.623,-0.782
59,128.0,0,1.773,0,1,-0.866,0.5,-0.223,-0.975
58,101.66,0,0.132,0,0,0.866,-0.5,0.623,-0.782
59,106.8,0,0.455,0,1,1.0,0.0,-0.223,-0.975
59,220.61,0,0.987,0,0,0.0,1.0,0.623,0.782
59,37.52,0,0.098,0,1,0.0,1.0,-0.223,0.975
59,52.64,0,0.125,0,2,0.0,1.0,-0.223,0.975
59,468.47,0,0.192,0,3,-1.0,0.0,-0.901,-0.434
21,7.29,0,0.0,0,0,0.866,0.5,-0.901,-0.434
21,329.15,0,5.151,0,0,0.866,0.5,-0.223,0.975
21,222.65,0,12.408,0,0,-0.866,0.5,0.623,0.782
21,243.45,0,34.534,0,0,-0.5,0.866,-0.901,0.434
21,286.31,0,15.834,0,0,0.866,0.5,-0.901,-0.434
21,378.6,0,17.468,0,0,-0.5,-0.866,1.0,0.0
21,92.52,0,36.659,1,0,-1.0,0.0,-0.901,0.434
21,449.0,0,49.586,0,0,-0.866,-0.5,-0.901,0.434
21,345.75,0,2.285,0,0,0.866,0.5,0.623,-0.782
21,199.11,0,36.885,0,1,-0.0,-1.0,-0.223,0.975
21,163.76,0,52.607,0,0,0.0,1.0,-0.901,0.434
63,46.27,0,0.0,0,0,0.866,0.5,-0.901,0.434
63,124.37,0,22.723,0,0,0.5,0.866,0.623,-0.782
63,361.31,0,137.682,0,0,-1.0,0.0,-0.901,-0.434
63,333.23,0,83.197,0,0,-0.0,-1.0,-0.901,0.434
63,473.71,0,61.661,0,0,0.866,-0.5,-0.223,0.975
63,411.99,0,1.592,0,0,0.866,0.5,-0.901,-0.434
20,251.86,0,31.817,0,0,0.0,1.0,-0.223,-0.975
20,210.38,0,5.197,0,0,-0.0,-1.0,-0.901,-0.434
20,62.8,0,10.059,0,0,-0.866,-0.5,1.0,0.0
20,230.81,0,13.068,0,0,0.0,1.0,-0.901,-0.434
20,403.18,0,35.211,0,0,0.866,0.5,-0.901,-0.434
20,241.7,0,119.496,0,0,-0.866,-0.5,-0.901,-0.434
20,120.37,0,40.622,0,0,-0.0,-1.0,0.623,-0.782
20,250.7,0,26.495,0,0,0.866,-0.5,0.623,-0.782
20,343.79,0,10.516,0,0,0.866,0.5,0.623,0.782
20,153.48,0,25.009,0,0,-0.0,-1.0,0.623,0.782
20,82.52,0,0.0,0,0,1.0,0.0,-0.901,-0.434
20,121.75,0,13.278,0,0,0.5,-0.866,1.0,0.0
37,331.2,0,0.0,0,0,0.866,0.5,1.0,0.0
37,354.63,0,28.056,0,0,-0.5,0.866,-0.223,0.975
37,191.59,0,14.927,0,0,-0.866,0.5,-0.901,0.434
37,429.52,0,16.566,0,0,-0.5,0.866,-0.223,0.975
37,178.34,0,1.114,0,0,-0.0,-1.0,-0.901,0.434
37,426.24,0,1.86,0,0,0.5,0.866,0.623,-0.782
37,42.32,0,35.352,0,0,0.0,1.0,0.623,-0.782
37,174.3,0,24.999,0,0,0.5,0.866,-0.901,-0.434
37,37.21,0,54.027,0,0,-0.0,-1.0,-0.223,0.975
37,420.55,0,70.904,0,0,-0.866,-0.5,-0.901,-0.434
55,378.67,0,0.223,0,0,0.866,-0.5,0.623,0.782
56,434.8,0,0.2,0,1,0.5,0.866,1.0,0.0
56,241.52,0,1.097,0,2,0.5,0.866,-0.901,-0.434
56,447.78,0,2.601,0,0,-0.5,0.866,1.0,0.0
56,280.64,0,1.994,0,0,0.866,0.5,-0.901,-0.434
56,13.69,0,0.386,0,0,-0.5,-0.866,-0.901,-0.434
56,261.49,0,14.187,0,0,0.866,0.5,-0.901,-0.434
56,179.2,0,2.682,0,1,-0.5,-0.866,-0.901,-0.434
55,105.77,0,4.937,0,0,0.866,-0.5,-0.223,-0.975
56,473.08,0,1.144,0,1,-0.866,0.5,-0.901,0.434
56,484.25,0,0.133,0,0,-0.866,-0.5,-0.901,-0.434
56,93.67,0,0.071,0,0,-1.0,0.0,-0.901,-0.434
56,167.44,0,7.504,0,1,-1.0,0.0,-0.223,-0.975
56,305.39,0,1.012,0,0,-0.866,0.5,1.0,0.0
56,238.56,0,5.977,0,0,1.0,0.0,-0.901,-0.434
56,144.91,0,2.531,0,0,0.5,0.866,-0.223,-0.975
56,148.12,0,0.902,0,1,-0.866,-0.5,-0.901,0.434
56,320.5,0,0.216,0,2,-0.866,-0.5,-0.901,0.434
56,395.78,0,5.671,0,0,0.5,0.866,-0.901,0.434
56,326.08,0,3.592,0,1,-0.0,-1.0,0.623,0.782
56,323.05,0,0.154,0,0,1.0,0.0,1.0,0.0
56,148.98,0,1.536,0,1,-0.5,0.866,-0.901,0.434
55,2.47,0,0.408,0,0,0.5,-0.866,-0.901,-0.434
56,488.91,0,2.643,0,1,1.0,0.0,-0.223,0.975
56,69.05,0,0.912,0,2,-0.866,0.5,-0.223,-0.975
56,284.87,0,1.648,0,0,1.0,0.0,0.623,-0.782
56,354.51,0,0.199,0,0,-0.5,0.866,-0.901,0.434
56,376.87,0,0.326,0,0,0.5,0.866,-0.901,-0.434
56,87.38,0,1.854,0,0,0.866,0.5,0.623,-0.782
56,247.13,0,3.504,0,1,-0.866,0.5,-0.223,0.975
56,312.34,0,0.633,0,0,-0.5,0.866,-0.901,-0.434
56,193.53,0,3.174,0,1,-1.0,0.0,1.0,0.0
56,148.16,0,3.348,0,0,0.5,0.866,1.0,0.0
56,464.25,0,1.877,0,1,0.0,1.0,0.623,0.782
56,294.03,0,4.673,0,2,0.0,1.0,-0.223,0.975
56,62.51,0,3.432,0,0,0.0,1.0,-0.901,0.434
56,226.05,0,1.399,0,1,-0.5,0.866,-0.223,-0.975
56,333.56,0,2.7,0,2,-0.866,0.5,-0.901,-0.434
56,174.93,0,0.877,0,0,1.0,0.0,0.623,0.782
56,296.67,0,1.953,0,1,0.5,0.866,-0.223,0.975
56,198.91,0,0.219,0,2,-1.0,0.0,-0.901,0.434
55,202.68,0,4.144,0,0,0.866,-0.5,-0.901,0.434
55,367.8,0,3.289,0,1,0.866,-0.5,-0.901,-0.434
56,115.12,0,0.734,0,2,-0.866,-0.5,-0.901,0.434
56,175.14,0,0.489,0,0,0.5,0.866,1.0,0.0
56,424.87,0,2.944,0,1,-1.0,0.0,-0.223,0.975
56,186.73,0,1.596,0,2,-0.5,-0.866,-0.223,-0.975
55,380.82,0,2.322,0,0,0.5,-0.866,-0.901,-0.434
56,109.12,0,0.433,0,1,0.866,0.5,-0.901,0.434
56,35.31,0,0.005,0,2,0.5,0.866,-0.223,0.975
55,204.79,0,0.064,0,0,0.866,-0.5,-0.901,0.434
56,442.83,0,0.507,0,1,-0.866,-0.5,-0.901,0.434
56,60.82,0,0.583,0,0,0.866,0.5,-0.901,-0.434
56,244.01,0,0.806,0,1,-0.5,0.866,0.623,0.782
56,300.33,0,0.22,0,0,-0.0,-1.0,-0.901,-0.434
55,252.57,0,0.0,0,0,0.5,-0.866,-0.901,0.434
56,212.64,0,2.549,0,0,0.5,0.866,0.623,-0.782
56,494.89,0,5.601,0,1,-1.0,0.0,-0.901,0.434
56,48.25,0,3.186,0,0,1.0,0.0,-0.223,0.975
55,140.25,0,0.254,0,0,0.866,-0.5,-0.901,0.434
56,491.43,0,0.202,0,1,-0.5,-0.866,0.623,0.782
55,143.96,0,1.057,0,0,0.5,-0.866,0.623,-0.782
56,229.54,0,4.363,0,0,1.0,0.0,0.623,-0.782
56,409.0,0,4.549,0,1,-0.5,-0.866,0.623,0.782
56,272.95,0,3.117,0,0,1.0,0.0,-0.901,-0.434
56,114.62,0,0.55,0,1,-0.0,-1.0,-0.901,-0.434
56,261.04,0,1.386,0,0,1.0,0.0,-0.901,0.434
56,131.79,0,3.779,0,1,0.0,1.0,-0.223,-0.975
56,480.74,0,1.022,0,0,0.866,0.5,1.0,0.0
56,297.12,0,3.361,0,1,0.5,0.866,-0.901,0.434
56,414.61,0,1.366,0,2,-0.866,0.5,0.623,-0.782
56,109.56,0,0.601,0,3,-0.866,-0.5,1.0,0.0
56,161.77,0,4.077,0,0,1.0,0.0,1.0,0.0
56,437.6,0,0.797,0,0,0.866,0.5,-0.901,0.434
56,376.77,0,6.461,0,1,0.0,1.0,0.623,0.782
56,199.63,0,1.019,0,2,-0.5,0.866,-0.223,-0.975
56,452.74,0,3.941,0,3,-0.866,0.5,-0.901,0.434
56,235.82,0,3.011,0,4,-0.866,-0.5,-0.901,-0.434
55,246.73,0,1.235,0,0,0.5,-0.866,0.623,0.782
56,259.28,0,2.384,0,1,1.0,0.0,0.623,-0.782
56,478.62,0,0.083,0,2,0.0,1.0,1.0,0.0
55,208.58,0,1.931,0,0,0.5,-0.866,0.623,0.782
56,207.67,0,3.696,0,1,-0.866,-0.5,0.623,0.782
56,206.05,0,1.875,0,0,-0.866,-0.5,-0.223,0.975
56,85.14,0,0.551,0,0,-0.5,0.866,1.0,0.0
56,309.6,0,5.839,0,1,-0.5,0.866,-0.901,0.434
56,421.04,0,0.692,0,2,-0.0,-1.0,1.0,0.0
55,79.62,0,3.141,0,0,0.5,-0.866,-0.223,-0.975
55,190.98,0,3.946,0,1,0.5,-0.866,-0.223,0.975
56,463.98,0,1.826,0,2,-0.866,-0.5,-0.901,0.434
56,495.74,0,4.337,0,3,-0.5,-0.866,-0.901,0.434
56,175.2,0,1.691,0,4,-0.0,-1.0,0.623,-0.782
56,456.75,0,1.733,0,0,-0.5,-0.866,1.0,0.0
56,355.52,0,0.33,0,0,-1.0,0.0,-0.901,-0.434
56,268.44,0,0.298,0,0,1.0,0.0,1.0,0.0
55,38.18,0,2.368,0,0,0.866,-0.5,-0.223,-0.975
56,398.78,0,1.677,0,1,-0.866,-0.5,0.623,-0.782
56,416.94,0,5.015,0,2,-0.0,-1.0,1.0,0.0
55,128.77,0,3.143,0,0,0.5,-0.866,-0.223,-0.975
56,427.58,0,0.823,0,1,1.0,0.0,0.623,0.782
56,20.26,0,0.153,0,2,0.866,0.5,-0.223,0.975
56,61.89,0,0.411,0,3,0.5,0.866,-0.901,0.434
56,33.23,0,0.877,0,4,-0.866,0.5,-0.223,-0.975
56,47.65,0,1.326,0,5,-0.0,-1.0,-0.223,0.975
56,74.67,0,0.644,0,0,0.5,0.866,1.0,0.0
56,311.52,0,0.575,0,1,-1.0,0.0,-0.223,0.975
56,71.86,0,0.562,0,2,-0.866,-0.5,1.0,0.0
56,214.09,0,0.764,0,3,-0.5,-0.866,0.623,-0.782
56,254.48,0,0.079,0,0,1.0,0.0,-0.223,0.975
56,257.28,0,0.436,0,1,0.5,0.866,-0.223,0.975
56,403.38,0,1.369,0,2,-0.0,-1.0,-0.901,-0.434
56,407.97,0,0.085,0,0,0.5,0.866,1.0,0.0
56,284.74,0,0.85,0,1,-0.5,0.866,0.623,-0.782
56,208.1,0,0.928,0,0,-0.866,0.5,0.623,-0.782
56,388.77,0,0.035,0,0,0.0,1.0,1.0,0.0
56,391.95,0,7.194,0,0,-0.5,-0.866,-0.901,0.434
56,248.33,0,6.832,0,1,-0.0,-1.0,-0.901,-0.434
56,380.27,0,1.707,0,0,0.0,1.0,-0.901,-0.434
56,160.55,0,1.791,0,1,-0.0,-1.0,0.623,-0.782
56,445.08,0,0.1,0,0,-0.866,-0.5,0.623,0.782
55,223.27,0,1.566,0,0,0.866,-0.5,1.0,0.0
56,418.59,0,0.025,0,1,1.0,0.0,-0.901,-0.434
56,136.21,0,0.688,0,2,-0.5,0.866,-0.901,0.434
56,302.21,0,1.314,0,3,-0.866,0.5,-0.223,-0.975
56,380.74,0,3.356,0,0,-0.866,-0.5,0.623,0.782
56,430.01,0,0.039,0,1,-0.866,-0.5,-0.901,0.434
56,484.1,0,3.61,0,2,-0.5,-0.866,-0.901,-0.434
56,190.63,0,0.962,0,0,-0.866,0.5,0.623,0.782
56,284.29,0,2.434,0,0,0.866,0.5,-0.223,0.975
56,388.09,0,0.158,0,1,-0.0,-1.0,0.623,0.782
55,402.31,0,1.908,0,0,0.5,-0.866,-0.223,0.975
56,422.26,0,6.122,0,0,-0.5,0.866,-0.901,-0.434
56,419.79,0,7.481,0,1,-0.866,0.5,-0.901,-0.434
56,240.29,0,0.608,0,2,-0.866,0.5,-0.901,-0.434
56,262.64,0,1.711,0,3,-1.0,0.0,-0.901,-0.434
56,349.66,0,4.72,0,0,0.866,0.5,-0.223,0.975
56,48.28,0,5.65,0,1,0.0,1.0,1.0,0.0
56,213.91,0,2.327,0,2,-1.0,0.0,-0.223,0.975
56,417.37,0,2.276,0,3,-0.0,-1.0,-0.223,0.975
55,359.35,0,1.872,0,0,0.5,-0.866,0.623,-0.782
55,278.13,0,1.441,0,0,0.866,-0.5,-0.901,0.434
56,25.46,0,0.507,0,0,-0.5,-0.866,-0.901,-0.434
56,300.8,0,2.671,0,0,1.0,0.0,-0.223,-0.975
55,48.24,0,2.655,0,0,0.866,-0.5,1.0,0.0
56,456.13,0,0.705,0,1,0.5,0.866,0.623,0.782
55,312.15,0,0.262,0,0,0.5,-0.866,-0.223,0.975
55,29.93,0,1.5,0,1,0.866,-0.5,0.623,0.782
56,381.24,0,0.771,0,2,-0.866,0.5,0.623,-0.782
56,462.52,0,1.895,0,3,-0.0,-1.0,-0.223,0.975
56,373.24,0,2.08,0,0,0.5,0.866,1.0,0.0
56,141.75,0,3.693,0,1,-1.0,0.0,1.0,0.0
56,66.37,0,0.887,0,0,0.5,0.866,-0.223,0.975
56,87.63,0,2.627,0,0,-0.866,0.5,0.623,-0.782
56,119.42,0,4.342,0,1,-0.866,-0.5,-0.901,-0.434
55,225.08,0,4.159,0,0,0.5,-0.866,1.0,0.0
56,251.18,0,0.062,0,1,-0.866,-0.5,0.623,0.782
56,174.59,0,0.49,0,0,0.5,0.866,-0.901,0.434
56,183.21,0,2.488,0,1,0.0,1.0,0.623,-0.782
56,115.05,0,1.799,0,0,-0.5,-0.866,-0.223,-0.975
56,448.73,0,0.608,0,0,1.0,0.0,1.0,0.0
56,86.5,0,0.752,0,1,-0.5,0.866,-0.223,0.975
56,416.23,0,1.009,0,2,-1.0,0.0,-0.901,0.434
55,460.71,0,7.812,0,0,0.866,-0.5,0.623,0.782
56,107.73,0,5.96,0,1,-0.5,0.866,-0.901,0.434
56,449.69,0,0.102,0,0,0.5,0.866,0.623,0.782
56,224.8,0,0.334,0,1,0.0,1.0,0.623,0.782
56,127.68,0,5.386,0,2,-0.5,0.866,0.623,-0.782
56,381.12,0,1.216,0,3,-0.866,-0.5,-0.223,0.975
56,402.98,0,0.087,0,0,-1.0,0.0,-0.223,0.975
56,227.35,0,4.648,0,1,-0.866,-0.5,0.623,0.782
56,293.44,0,1.581,0,2,-0.866,-0.5,-0.223,-0.975
56,94.52,0,2.114,0,3,-0.0,-1.0,-0.901,-0.434
17,325.28,0,98.121,0,0,0.0,1.0,-0.223,-0.975
17,10.04,0,0.95,0,0,-0.866,-0.5,1.0,0.0
17,372.01,0,17.54,0,0,-0.866,0.5,1.0,0.0
17,417.64,0,11.117,0,0,-0.866,-0.5,-0.223,-0.975
17,105.98,0,23.142,0,0,-0.866,0.5,-0.901,0.434
17,260.75,0,3.093,0,1,-1.0,0.0,0.623,0.782
17,52.32,0,0.905,0,2,-0.866,-0.5,0.623,-0.782
17,353.81,0,0.0,0,0,1.0,0.0,0.623,0.782
17,1.78,0,24.03,0,0,-0.5,0.866,0.623,0.782
17,77.79,0,3.34,0,0,1.0,0.0,-0.223,-0.975
17,228.7,0,19.319,0,1,-1.0,0.0,-0.223,-0.975
17,322.46,0,13.607,0,2,-1.0,0.0,0.623,0.782
17,393.12,0,7.447,0,0,0.866,0.5,-0.223,-0.975
17,429.03,0,2.413,0,0,0.866,0.5,1.0,0.0
17,297.25,0,0.0,0,0,0.866,0.5,-0.901,-0.434
17,70.92,0,2.146,0,0,-0.866,-0.5,-0.901,-0.434
17,408.72,0,95.755,0,0,-0.866,-0.5,-0.223,0.975
17,35.02,0,73.695,0,0,-0.5,0.866,-0.901,-0.434
63,447.09,0,23.949,0,0,0.5,-0.866,0.623,-0.782
63,50.87,0,44.779,0,0,-0.5,0.866,0.623,0.782
63,256.78,0,29.221,0,0,-0.866,0.5,-0.223,0.975
63,136.66,0,15.627,0,0,-0.0,-1.0,-0.901,0.434
63,440.08,0,90.239,0,0,-0.5,-0.866,0.623,0.782
63,473.94,0,0.0,0,0,0.0,1.0,-0.223,-0.975
18,141.26,0,2.873,0,0,1.0,0.0,1.0,0.0
18,234.23,0,0.0,0,0,1.0,0.0,-0.223,-0.975
18,346.48,0,25.901,0,0,0.866,0.5,-0.223,-0.975
18,338.5,0,97.202,0,0,-0.866,0.5,-0.223,0.975
18,247.28,0,38.991,0,0,0.5,0.866,-0.223,0.975
18,208.48,0,106.998,0,0,-0.0,-1.0,-0.901,-0.434
